13,1,0,2022-10-01 08:33:47,2,3,1
13,2,2,2022-10-01 13:05:43,1,1,2
13,2,2,2022-10-01 10:20:08,1,1,2
13,3,2,2022-10-01 17:16:25,2,1,2
14,1,2,2022-10-01 07:48:39,3,3,2
14,1,2,2022-10-01 07:03:41,3,4,2
14,1,0,2022-10-01 00:27:52,2,3,1
14,1,1,2022-10-01 16:40:04,3,4,2
14,1,2,2022-10-01 13:20:44,3,2,2
14,1,1,2022-10-01 10:20:18,1,3,2
14,1,2,2022-10-01 13:57:51,3,3,2
14,2,0,2022-10-01 12:32:29,1,1,0
14,2,2,2022-10-01 20:38:45,3,1,2
14,3,0,2022-10-01 17:31:19,3,1,1
15,1,0,2022-10-01 10:34:36,2,1,1
15,1,1,2022-10-01 22:14:03,1,1,2
15,1,1,2022-10-01 06:23:14,3,2,2
15,1,0,2022-10-01 01:58:16,1,2,1
15,1,1,2022-10-01 23:57:00,1,1,2
15,2,1,2022-10-01 11:18:25,1,1,1
15,2,0,2022-10-01 01:13:22,2,1,1
15,3,0,2022-10-01 16:40:12,3,1,1
16,1,0,2022-10-01 10:48:34,2,3,1
16,1,2,2022-10-01 16:43:58,3,3,2
16,1,2,2022-10-01 14:01:55,3,1,2
16,1,2,2022-10-01 20:47:21,2,2,2
16,1,1,2022-10-01 08:35:29,1,1,2
16,1,1,2022-10-01 15:12:12,1,1,2
16,2,1,2022-10-01 14:51:15,3,1,2
16,2,0,2022-10-01 03:58:32,2,1,1
16,2,0,2022-10-01 09:20:44,2,1,1
16,3,2,2022-10-01 23:57:17,2,1,2
17,2,1,2022-10-01 12:44:33,3,1,2
17,2,1,2022-10-01 21:03:20,3,1,2
17,2,1,2022-10-01 16:32:36,2,1,2
17,3,2,2022-10-01 22:47:45,2,1,2
18,1,2,2022-10-01 11:29:43,3,2,2
18,1,0,2022-10-01 04:45:31,3,2,2
18,1,0,2022-10-01 03:11:10,1,2,1
18,1,0,2022-10-01 03:48:31,1,2,1
18,1,1,2022-10-01 23:44:30,2,2,2
18,1,2,2022-10-01 17:58:26,2,1,2
18,1,1,2022-10-01 10:02:50,2,2,2
18,3,1,2022-10-01 19:14:51,1,1,1
19,1,1,2022-10-01 12:07:39,3,2,2
19,1,2,2022-10-01 22:11:13,1,2,2
19,1,0,2022-10-01 05:51:17,1,2,1
19,1,0,2022-10-01 22:51:04,2,1,1
19,1,0,2022-10-01 22:05:01,1,2,1
19,1,1,2022-10-01 04:25:06,1,3,2
19,1,2,2022-10-01 17:40:07,1,1,2
19,1,1,2022-10-01 04:49:31,1,2,2
19,2,1,2022-10-01 09:50:18,3,1,2
19,2,2,2022-10-01 15:51:28,1,1,2
19,2,0,2022-10-01 18:16:36,1,1,0
19,3,2,2022-10-01 09:01:47,3,1,2
20,1,2,2022-10-01 11:03:20,3,3,2
20,1,2,2022-10-01 20:53:32,1,4,2
20,1,0,2022-10-01 17:55:46,2,4,1
20,1,1,2022-10-01 14:46:39,1,2,2
20,2,0,2022-10-01 01:13:08,2,1,1
20,2,2,2022-10-01 02:23:37,3,1,2
20,3,0,2022-10-01 13:15:43,3,1,1
1,1,1,2022-10-02 10:03:00,1,2,2
1,1,0,2022-10-02 09:32:34,2,1,1
1,1,1,2022-10-02 16:11:55,3,2,2
1,1,1,2022-10-02 07:53:48,3,1,2
1,1,0,2022-10-02 03:30:01,2,2,1
1,2,2,2022-10-02 10:00:08,3,1,2
1,3,0,2022-10-02 05:48:27,3,1,1
2,1,1,2022-10-02 08:12:07,2,1,2
2,1,0,2022-10-02 13:29:58,3,4,2
2,2,0,2022-10-02 15:30:56,2,1,1
2,3,1,2022-10-02 21:20:41,3,1,2
3,2,0,2022-10-02 23:17:49,2,1,1
3,2,0,2022-10-02 02:39:25,1,1,0
3,3,1,2022-10-02 04:32:26,1,1,1
4,1,2,2022-10-02 20:49:23,2,3,2
4,2,0,2022-10-02 19:59:33,3,1,2
4,3,1,2022-10-02 16:18:56,1,1,1
5,1,2,2022-10-02 22:44:37,2,1,2
5,3,2,2022-10-02 11:22:49,3,1,2
6,1,0,2022-10-02 08:36:48,2,1,1
6,1,1,2022-10-02 14:09:21,3,3,2
6,1,0,2022-10-02 08:27:53,2,3,1
6,1,0,2022-10-02 16:39:20,3,1,2
6,1,1,2022-10-02 04:24:50,1,4,2
6,1,1,2022-10-02 17:13:08,1,3,2
6,1,1,2022-10-02 07:56:39,2,2,2
6,1,1,2022-10-02 15:18:54,3,3,2
6,2,0,2022-10-02 05:24:58,1,1,0
6,3,0,2022-10-02 17:00:37,3,1,1
7,1,1,2022-10-02 19:43:44,2,5,2
7,1,0,2022-10-02 14:34:09,2,5,1
7,3,0,2022-10-02 16:25:11,2,1,1
8,1,0,2022-10-02 21:41:26,3,1,2
8,1,1,2022-10-02 17:24:33,2,2,2
8,1,1,2022-10-02 06:40:25,1,1,2
8,1,0,2022-10-02 09:55:55,2,2,1
8,1,1,2022-10-02 17:40:54,2,1,2
8,1,2,2022-10-02 15:41:51,1,3,2
8,2,1,2022-10-02 22:56:06,2,1,2
8,3,1,2022-10-02 12:02:53,3,1,2
9,2,1,2022-10-02 09:41:25,3,1,2
9,2,2,2022-10-02 15:22:13,2,1,2
9,2,0,2022-10-02 22:09:47,1,1,0
9,3,1,2022-10-02 21:13:07,3,1,2
10,1,0,2022-10-02 07:35:29,1,1,1
10,1,0,2022-10-02 23:30:41,3,1,2
10,1,1,2022-10-02 13:02:43,2,2,2
10,1,0,2022-10-02 05:49:40,3,1,2
10,1,1,2022-10-02 06:46:45,3,2,2
10,1,1,2022-10-02 14:32:06,1,2,2
10,2,0,2022-10-02 05:43:40,1,1,0
10,3,0,2022-10-02 05:12:33,3,1,1
11,1,1,2022-10-02 12:09:26,1,2,2
11,1,0,2022-10-02 02:41:17,2,2,1
11,1,2,2022-10-02 17:50:48,2,3,2
11,3,1,2022-10-02 10:26:10,1,1,1
12,1,0,2022-10-02 15:30:13,3,2,2
12,1,1,2022-10-02 05:35:40,2,1,2
12,1,2,2022-10-02 06:36:10,1,2,2
12,1,0,2022-10-02 03:57:00,2,1,1
12,1,1,2022-10-02 13:25:59,2,2,2
12,1,1,2022-10-02 00:49:01,1,2,2
12,1,2,2022-10-02 18:51:47,2,2,2
12,1,0,2022-10-02 03:33:36,1,2,1
12,2,2,2022-10-02 11:35:27,2,1,2
12,3,0,2022-10-02 09:52:23,1,1,0
13,1,1,2022-10-02 12:01:48,3,2,2
13,1,0,2022-10-02 11:14:23,1,1,1
13,2,1,2022-10-02 11:36:41,3,1,2
13,2,2,2022-10-02 18:19:50,1,1,2
13,2,0,2022-10-02 10:23:47,3,1,2
13,3,2,2022-10-02 09:21:03,2,1,2
14,1,0,2022-10-02 16:00:35,3,3,2
14,1,1,2022-10-02 07:33:18,1,2,2
14,1,1,2022-10-02 22:22:11,2,4,2
14,1,1,2022-10-02 19:52:11,1,4,2
14,3,1,2022-10-02 05:26:32,3,1,2
15,1,0,2022-10-02 11:08:22,3,1,2
15,1,1,2022-10-02 13:17:37,3,1,2
15,1,2,2022-10-02 16:26:49,3,2,2
15,1,1,2022-10-02 06:03:17,2,1,2
15,1,2,2022-10-02 09:50:38,2,1,2
15,1,1,2022-10-02 09:14:11,2,1,2
15,1,0,2022-10-02 06:17:21,1,1,1
15,2,2,2022-10-02 06:23:19,3,1,2
15,3,0,2022-10-02 11:45:41,2,1,1
16,1,2,2022-10-02 00:32:03,3,1,2
16,2,0,2022-10-02 11:53:48,2,1,1
16,2,1,2022-10-02 20:39:19,3,1,2
16,2,1,2022-10-02 12:23:58,3,1,2
16,3,2,2022-10-02 11:41:06,2,1,2
17,2,1,2022-10-02 01:11:12,1,1,1
17,2,1,2022-10-02 20:31:29,2,1,2
17,2,1,2022-10-02 08:47:52,3,1,2
17,3,2,2022-10-02 19:24:26,2,1,2
18,1,0,2022-10-02 22:34:57,2,2,1
18,1,1,2022-10-02 08:45:54,1,2,2
18,2,0,2022-10-02 03:44:27,3,1,2
18,3,1,2022-10-02 21:09:38,1,1,1
19,1,1,2022-10-02 04:58:14,2,1,2
19,1,0,2022-10-02 18:58:36,2,2,1
19,1,2,2022-10-02 04:02:56,3,3,2
19,1,0,2022-10-02 06:23:35,1,1,1
19,1,0,2022-10-02 09:06:49,3,2,2
19,1,2,2022-10-02 01:59:02,2,3,2
19,1,1,2022-10-02 15:52:53,1,2,2
19,1,0,2022-10-02 09:23:05,3,3,2
19,2,1,2022-10-02 08:32:25,1,1,1
19,2,1,2022-10-02 14:19:15,2,1,2
19,3,0,2022-10-02 14:53:53,2,1,1
20,2,2,2022-10-02 18:18:37,2,1,2
20,3,1,2022-10-02 21:08:58,1,1,1
1,1,2,2022-10-03 10:46:32,3,1,2
1,1,1,2022-10-03 19:54:31,1,2,2
1,1,1,2022-10-03 18:55:20,3,2,2
1,1,1,2022-10-03 07:24:34,1,2,2
1,2,0,2022-10-03 12:09:23,3,1,2
1,3,0,2022-10-03 12:21:50,2,1,1
2,1,0,2022-10-03 10:35:24,1,1,1
2,3,1,2022-10-03 01:03:33,1,1,1
3,1,2,2022-10-03 19:03:27,2,3,2
3,1,2,2022-10-03 05:27:40,3,1,2
3,1,1,2022-10-03 21:12:33,1,3,2
3,1,1,2022-10-03 20:47:53,3,4,2
3,1,2,2022-10-03 00:16:01,2,3,2
3,2,0,2022-10-03 15:57:12,1,1,0
3,2,1,2022-10-03 16:16:49,2,1,2
3,2,2,2022-10-03 15:38:04,1,1,2
3,3,0,2022-10-03 23:03:16,2,1,1
4,1,1,2022-10-03 23:04:19,2,3,2
4,2,0,2022-10-03 02:41:57,3,1,2
4,2,2,2022-10-03 04:42:58,3,1,2
4,2,0,2022-10-03 04:27:00,1,1,0
4,3,2,2022-10-03 02:27:38,3,1,2
5,1,2,2022-10-03 04:16:23,1,1,2
5,1,1,2022-10-03 19:08:59,3,2,2
5,1,0,2022-10-03 19:16:44,1,2,1
5,2,0,2022-10-03 21:21:23,1,1,0
5,2,0,2022-10-03 15:49:43,3,1,2
5,3,1,2022-10-03 22:16:32,2,1,1
6,1,0,2022-10-03 05:00:11,2,4,1
6,1,0,2022-10-03 22:33:08,3,4,2
6,1,0,2022-10-03 23:33:58,1,4,1
6,3,0,2022-10-03 19:57:22,1,1,0
7,1,1,2022-10-03 23:52:53,3,3,2
7,1,2,2022-10-03 16:54:27,2,3,2
7,1,2,2022-10-03 06:28:31,1,1,2
7,1,1,2022-10-03 13:21:10,3,3,2
7,2,0,2022-10-03 13:03:06,1,1,0
7,3,0,2022-10-03 23:40:08,3,1,1
8,1,1,2022-10-03 07:00:38,1,3,2
8,1,1,2022-10-03 03:32:34,3,3,2
8,1,2,2022-10-03 16:05:14,3,2,2
8,1,2,2022-10-03 21:39:14,3,1,2
8,1,1,2022-10-03 18:05:05,3,3,2
8,1,2,2022-10-03 08:19:59,2,1,2
8,1,0,2022-10-03 06:12:20,2,2,1
8,1,2,2022-10-03 07:18:37,1,1,2
8,3,1,2022-10-03 11:10:48,2,1,1
9,1,2,2022-10-03 20:36:00,1,1,2
9,1,1,2022-10-03 07:09:05,2,1,2
9,1,1,2022-10-03 23:34:05,3,4,2
9,1,1,2022-10-03 19:48:33,2,3,2
9,1,2,2022-10-03 10:21:36,2,3,2
9,2,0,2022-10-03 15:34:23,1,1,0
9,2,2,2022-10-03 20:46:03,1,1,2
9,2,0,2022-10-03 06:44:42,3,1,2
9,3,2,2022-10-03 20:22:30,3,1,2
10,1,1,2022-10-03 23:12:19,1,1,2
10,1,1,2022-10-03 01:32:51,2,2,2
10,1,1,2022-10-03 21:39:16,1,2,2
10,1,0,2022-10-03 09:44:18,3,2,2
10,1,2,2022-10-03 05:50:04,1,1,2
10,1,2,2022-10-03 05:23:08,1,2,2
10,2,0,2022-10-03 02:02:36,3,1,2
10,2,1,2022-10-03 12:26:18,2,1,2
10,3,1,2022-10-03 16:08:04,2,1,1
11,1,0,2022-10-03 10:54:50,1,2,1
11,1,0,2022-10-03 00:00:55,1,3,1
11,1,0,2022-10-03 15:12:20,2,3,1
11,1,1,2022-10-03 02:47:36,2,1,2
11,1,1,2022-10-03 07:57:00,2,1,2
11,1,2,2022-10-03 09:09:18,1,1,2
11,1,2,2022-10-03 02:06:31,3,3,2
11,1,1,2022-10-03 08:05:35,2,3,2
11,2,1,2022-10-03 05:08:42,3,1,2
11,3,1,2022-10-03 04:44:20,3,1,2
12,1,2,2022-10-03 09:07:19,3,2,2
12,1,0,2022-10-03 21:45:46,3,3,2
12,1,1,2022-10-03 08:30:00,3,3,2
12,1,2,2022-10-03 05:45:14,3,1,2
12,2,0,2022-10-03 15:31:28,1,1,0
12,2,1,2022-10-03 17:02:47,1,1,1
12,2,0,2022-10-03 08:39:08,1,1,0
12,3,1,2022-10-03 01:08:08,2,1,1
13,2,1,2022-10-03 07:29:29,3,1,2
13,2,1,2022-10-03 18:25:46,3,1,2
13,2,1,2022-10-03 09:59:14,2,1,2
13,3,1,2022-10-03 03:06:17,2,1,1
14,1,0,2022-10-03 23:40:55,2,3,1
14,1,0,2022-10-03 20:38:44,2,4,1
14,3,0,2022-10-03 22:02:53,3,1,1
15,1,1,2022-10-03 22:49:39,2,1,2
15,1,2,2022-10-03 16:44:57,1,1,2
15,1,0,2022-10-03 17:46:00,2,2,1
15,1,2,2022-10-03 15:21:24,3,1,2
15,3,0,2022-10-03 04:19:18,1,1,0
16,1,2,2022-10-03 08:20:02,1,2,2
16,1,1,2022-10-03 10:39:24,1,3,2
16,1,2,2022-10-03 14:49:15,2,2,2
16,1,2,2022-10-03 00:07:31,3,1,2
16,1,1,2022-10-03 16:25:44,3,1,2
16,1,0,2022-10-03 13:29:01,1,3,1
16,3,1,2022-10-03 01:11:59,3,1,2
17,1,0,2022-10-03 21:43:37,1,3,1
17,1,2,2022-10-03 21:26:12,3,2,2
17,1,0,2022-10-03 12:05:40,3,1,2
17,1,1,2022-10-03 17:13:45,3,3,2
17,1,1,2022-10-03 16:28:56,2,3,2
17,1,2,2022-10-03 15:35:34,3,2,2
17,1,2,2022-10-03 10:41:00,1,3,2
17,1,1,2022-10-03 06:01:48,2,1,2
17,2,1,2022-10-03 18:48:17,2,1,2
17,3,2,2022-10-03 12:53:17,1,1,1
18,1,2,2022-10-03 01:47:38,2,1,2
18,1,2,2022-10-03 13:14:56,1,1,2
18,2,1,2022-10-03 16:19:58,3,1,2
18,3,0,2022-10-03 14:34:58,1,1,0
19,2,1,2022-10-03 10:11:43,2,1,2
19,2,0,2022-10-03 20:33:06,2,1,1
19,3,2,2022-10-03 17:19:42,1,1,1
20,1,0,2022-10-03 08:35:13,3,3,2
20,1,2,2022-10-03 02:08:21,2,1,2
20,1,1,2022-10-03 07:24:06,1,2,2
20,1,2,2022-10-03 14:34:41,3,2,2
20,1,2,2022-10-03 16:12:23,3,3,2
20,2,1,2022-10-03 06:05:23,3,1,2
20,2,2,2022-10-03 13:31:26,2,1,2
20,2,1,2022-10-03 01:08:40,1,1,1
20,3,2,2022-10-03 09:25:11,3,1,2
1,1,2,2022-10-04 03:00:57,1,1,2
1,1,1,2022-10-04 02:45:24,1,2,2
1,1,2,2022-10-04 13:08:17,1,2,2
1,1,2,2022-10-04 17:12:17,1,2,2
1,1,0,2022-10-04 14:49:38,3,2,2
1,1,0,2022-10-04 09:17:43,1,2,1
1,1,0,2022-10-04 16:31:07,3,1,2
1,3,1,2022-10-04 19:15:01,2,1,1
2,2,2,2022-10-04 23:58:20,2,1,2
2,3,0,2022-10-04 09:31:14,2,1,1
3,1,0,2022-10-04 03:51:19,3,3,2
3,1,1,2022-10-04 16:39:36,3,2,2
3,1,0,2022-10-04 03:38:19,2,1,1
3,1,2,2022-10-04 04:35:41,2,3,2
3,1,2,2022-10-04 19:07:03,1,2,2
3,2,1,2022-10-04 07:26:10,2,1,2
3,3,1,2022-10-04 07:49:05,1,1,1
4,1,2,2022-10-04 00:49:52,1,2,2
4,1,1,2022-10-04 22:09:53,3,2,2
4,1,1,2022-10-04 05:20:14,3,4,2
4,1,2,2022-10-04 14:14:24,2,3,2
4,1,1,2022-10-04 04:06:11,3,5,2
4,1,0,2022-10-04 13:39:55,1,4,1
4,1,1,2022-10-04 06:27:08,1,1,2
4,1,0,2022-10-04 10:37:52,3,4,2
4,2,2,2022-10-04 05:17:09,1,1,2
4,2,2,2022-10-04 14:24:07,1,1,2
4,2,1,2022-10-04 23:34:54,1,1,1
4,3,2,2022-10-04 07:20:34,2,1,2
5,2,0,2022-10-04 12:17:13,3,1,2
5,2,2,2022-10-04 04:51:20,3,1,2
5,3,1,2022-10-04 12:48:29,1,1,1
6,1,0,2022-10-04 06:24:54,3,4,2
6,1,2,2022-10-04 23:23:39,1,1,2
6,1,2,2022-10-04 03:38:45,2,3,2
6,1,0,2022-10-04 00:37:29,2,1,1
6,1,2,2022-10-04 07:48:59,2,3,2
6,1,1,2022-10-04 21:07:28,2,2,2
6,2,2,2022-10-04 18:04:15,3,1,2
6,2,2,2022-10-04 14:31:17,1,1,2
6,3,1,2022-10-04 18:07:21,2,1,1
7,1,0,2022-10-04 06:32:42,3,1,2
7,1,1,2022-10-04 23:40:37,1,2,2
7,1,1,2022-10-04 15:44:05,2,5,2
7,1,1,2022-10-04 21:29:34,2,5,2
7,1,0,2022-10-04 06:52:47,3,5,2
7,2,1,2022-10-04 18:22:54,2,1,2
7,2,1,2022-10-04 02:10:20,2,1,2
7,3,0,2022-10-04 22:46:50,2,1,1
8,2,1,2022-10-04 16:24:23,3,1,2
8,3,1,2022-10-04 10:56:19,1,1,1
9,1,1,2022-10-04 20:47:08,1,2,2
9,1,1,2022-10-04 11:54:49,3,2,2
9,1,1,2022-10-04 03:48:14,1,2,2
9,1,0,2022-10-04 06:02:16,2,2,1
9,1,2,2022-10-04 20:08:21,1,4,2
9,1,1,2022-10-04 22:39:06,1,1,2
9,2,0,2022-10-04 23:24:55,3,1,2
9,2,0,2022-10-04 17:37:26,3,1,2
9,2,0,2022-10-04 21:55:11,1,1,0
9,3,2,2022-10-04 13:12:08,1,1,1
10,1,0,2022-10-04 16:30:34,3,1,2
10,1,1,2022-10-04 12:02:25,3,1,2
10,1,2,2022-10-04 19:05:53,1,1,2
10,1,2,2022-10-04 21:33:34,3,1,2
10,1,1,2022-10-04 15:58:07,1,2,2
10,2,1,2022-10-04 09:40:44,3,1,2
10,2,0,2022-10-04 16:37:39,2,1,1
10,2,1,2022-10-04 15:31:05,1,1,1
10,3,2,2022-10-04 15:42:27,2,1,2
11,1,0,2022-10-04 13:53:50,3,3,2
11,1,2,2022-10-04 07:48:22,1,2,2
11,2,0,2022-10-04 02:21:14,2,1,1
11,3,0,2022-10-04 21:36:34,1,1,0
12,1,1,2022-10-04 04:45:48,3,1,2
12,1,2,2022-10-04 05:23:14,3,1,2
12,1,0,2022-10-04 15:30:59,2,3,1
12,2,2,2022-10-04 20:30:58,2,1,2
12,3,1,2022-10-04 20:04:10,2,1,1
13,1,1,2022-10-04 10:00:34,1,3,2
13,1,2,2022-10-04 06:46:00,1,3,2
13,1,2,2022-10-04 17:20:50,1,2,2
13,1,1,2022-10-04 19:28:53,1,3,2
13,1,0,2022-10-04 06:33:40,1,1,1
13,1,0,2022-10-04 06:07:59,3,3,2
13,2,1,2022-10-04 13:08:55,2,1,2
13,2,2,2022-10-04 07:44:34,1,1,2
13,3,1,2022-10-04 03:14:22,2,1,1
14,1,2,2022-10-04 02:24:33,3,1,2
14,2,1,2022-10-04 05:16:56,3,1,2
14,3,2,2022-10-04 03:36:26,1,1,1
15,1,1,2022-10-04 06:33:10,2,1,2
15,1,1,2022-10-04 21:44:24,3,1,2
15,1,1,2022-10-04 10:37:04,2,2,2
15,3,0,2022-10-04 06:49:26,2,1,1
16,2,2,2022-10-04 09:27:48,2,1,2
16,2,0,2022-10-04 17:01:51,1,1,0
16,2,0,2022-10-04 21:10:12,3,1,2
16,3,0,2022-10-04 04:30:47,1,1,0
17,1,2,2022-10-04 15:35:22,2,2,2
17,1,0,2022-10-04 14:40:03,3,2,2
17,2,1,2022-10-04 13:11:42,2,1,2
17,3,2,2022-10-04 21:09:33,3,1,2
18,1,0,2022-10-04 10:14:06,3,2,2
18,1,0,2022-10-04 16:20:00,2,2,1
18,1,0,2022-10-04 10:40:46,1,1,1
18,1,0,2022-10-04 04:37:25,2,1,1
18,2,2,2022-10-04 18:02:52,2,1,2
18,3,1,2022-10-04 18:12:27,2,1,1
19,2,2,2022-10-04 11:04:20,3,1,2
19,2,0,2022-10-04 16:11:51,3,1,2
19,2,1,2022-10-04 15:06:27,2,1,2
19,3,0,2022-10-04 23:33:11,3,1,1
20,1,2,2022-10-04 03:03:13,2,2,2
20,1,1,2022-10-04 17:40:35,2,4,2
20,1,0,2022-10-04 13:58:59,3,4,2
20,1,1,2022-10-04 01:00:59,1,3,2
20,1,1,2022-10-04 02:01:23,1,2,2
20,1,0,2022-10-04 02:41:51,3,3,2
20,1,0,2022-10-04 00:38:58,1,1,1
20,1,2,2022-10-04 23:48:52,2,4,2
20,3,1,2022-10-04 01:01:31,1,1,1
1,1,2,2022-10-05 14:57:39,3,2,2
1,1,1,2022-10-05 20:25:01,1,1,2
1,1,1,2022-10-05 19:47:09,1,2,2
1,1,1,2022-10-05 07:53:46,3,2,2
1,1,1,2022-10-05 05:10:16,2,2,2
1,1,1,2022-10-05 19:04:32,1,2,2
1,1,2,2022-10-05 09:58:35,1,2,2
1,2,0,2022-10-05 19:40:37,1,1,0
1,2,2,2022-10-05 01:35:38,1,1,2
1,3,1,2022-10-05 17:30:21,3,1,2
2,1,2,2022-10-05 06:42:35,2,4,2
2,1,2,2022-10-05 08:52:38,1,3,2
2,1,1,2022-10-05 22:48:58,1,4,2
2,1,2,2022-10-05 20:33:18,1,2,2
2,1,2,2022-10-05 01:56:00,1,3,2
2,1,0,2022-10-05 09:45:54,3,4,2
2,1,0,2022-10-05 05:45:28,1,3,1
2,1,2,2022-10-05 12:05:19,3,2,2
2,2,0,2022-10-05 02:26:33,3,1,2
2,2,2,2022-10-05 14:02:18,3,1,2
2,2,2,2022-10-05 00:08:10,1,1,2
2,3,1,2022-10-05 14:35:39,3,1,2
3,2,0,2022-10-05 06:19:35,1,1,0
3,3,0,2022-10-05 08:12:00,2,1,1
4,1,1,2022-10-05 10:46:19,1,1,2
4,1,1,2022-10-05 10:46:18,1,2,2
4,1,1,2022-10-05 11:59:13,3,5,2
4,1,0,2022-10-05 23:00:23,3,3,2
4,1,1,2022-10-05 01:57:25,1,3,2
4,2,1,2022-10-05 20:46:29,2,1,2
4,2,1,2022-10-05 16:44:27,3,1,2
4,3,0,2022-10-05 17:53:41,1,1,0
5,1,2,2022-10-05 07:10:08,1,1,2
5,1,0,2022-10-05 21:50:35,2,2,1
5,1,0,2022-10-05 15:49:36,3,2,2
5,1,1,2022-10-05 14:26:17,2,2,2
5,1,0,2022-10-05 11:54:27,1,2,1
5,2,1,2022-10-05 12:11:26,2,1,2
5,2,0,2022-10-05 14:47:21,3,1,2
